Visi studentai:
Vardas    Pavarde      vidurkis     mediana
vardas3111pavarde3111       4.91          5
vardas3112pavarde3112       7.78          7
vardas3113pavarde3113       4.76          3
vardas3114pavarde3114       5.75          4
vardas3115pavarde3115       6.95          5
vardas3116pavarde3116       6.99          5
vardas3117pavarde3117        6.6          5
vardas3118pavarde3118       6.92          4
vardas3119pavarde3119       5.78          4
vardas3120pavarde3120       6.56          6
vardas3121pavarde3121       7.51          7
vardas3122pavarde3122        7.9          6
vardas3123pavarde3123       6.98          5
vardas3124pavarde3124        4.6          3
vardas3125pavarde3125       5.52          4
vardas3126pavarde3126        5.5          5
vardas3127pavarde3127        6.1          4
vardas3128pavarde3128       6.02          4
vardas3129pavarde3129        5.8          4
vardas3130pavarde3130       5.56          3
vardas3131pavarde3131       4.31          1
vardas3132pavarde3132       7.86          8
vardas3133pavarde3133       7.97          6
vardas3134pavarde3134       7.79          5
vardas3135pavarde3135       7.76          7
vardas3136pavarde3136       5.55          3
vardas3137pavarde3137       5.71          4
vardas3138pavarde3138       3.94          3
vardas3139pavarde3139       6.79          5
vardas3140pavarde3140       7.16          4
vardas3141pavarde3141       9.03          8
vardas3142pavarde3142       8.41          7
vardas3143pavarde3143       7.28          6
vardas3144pavarde3144       6.26          6
vardas3145pavarde3145       7.85          7
vardas3146pavarde3146       7.77          7
vardas3147pavarde3147       6.35          3
vardas3148pavarde3148       7.67          6
vardas3149pavarde3149       6.73          6
vardas3150pavarde3150       6.95          5
vardas3151pavarde3151       8.19          6
vardas3152pavarde3152       8.64          7
vardas3153pavarde3153       8.73          9
vardas3154pavarde3154       7.95          6
vardas3155pavarde3155       7.39          5
vardas3156pavarde3156       4.68          2
vardas3157pavarde3157       8.14          9
vardas3158pavarde3158       9.43         10
vardas3159pavarde3159       6.49          5
vardas3160pavarde3160        9.1          8
vardas3161pavarde3161       5.62          5
vardas3162pavarde3162       5.72          6
vardas3163pavarde3163       6.14          4
vardas3164pavarde3164       5.03          4
vardas3165pavarde3165       6.81          7
vardas3166pavarde3166       8.36          8
vardas3167pavarde3167       7.27          6
vardas3168pavarde3168       7.65          7
vardas3169pavarde3169       7.13          7
vardas3170pavarde3170       8.23          6
vardas3171pavarde3171       9.65          9
vardas3172pavarde3172       8.53          7
vardas3173pavarde3173       8.91          8
vardas3174pavarde3174       7.78          6
vardas3175pavarde3175       7.16          5
vardas3176pavarde3176       5.63          3
vardas3177pavarde3177       4.33          3
vardas3178pavarde3178       5.87          4
vardas3179pavarde3179       4.97          3
vardas3180pavarde3180       4.99          4
vardas3181pavarde3181        6.2          4
vardas3182pavarde3182       8.64          8
vardas3183pavarde3183       9.93          9
vardas3184pavarde3184       4.99          2
vardas3185pavarde3185        6.4          5
vardas3186pavarde3186       5.68          4
vardas3187pavarde3187       9.94         10
vardas3188pavarde3188       6.59          4
vardas3189pavarde3189       6.72          4
vardas3190pavarde3190       8.14          8
vardas3191pavarde3191       7.03          7
vardas3192pavarde3192       5.81          6
vardas3193pavarde3193       8.16          8
vardas3194pavarde3194       7.03          5
vardas3195pavarde3195       8.81          8
vardas3196pavarde3196       7.56          6
vardas3197pavarde3197       7.31          6
vardas3198pavarde3198       7.66          7
vardas3199pavarde3199       7.13          5
vardas3200pavarde3200       7.23          5
vardas3201pavarde3201       6.85          4
vardas3202pavarde3202       8.17          8
vardas3203pavarde3203       4.63          3
vardas3204pavarde3204       6.53          8
vardas3205pavarde3205       7.31          6
vardas3206pavarde3206       8.86          8
vardas3207pavarde3207       5.37          3
vardas3208pavarde3208       7.47          7
vardas3209pavarde3209       7.09          5
vardas3210pavarde3210       6.42          3
vardas3211pavarde3211       6.48          5
vardas3212pavarde3212        7.9          7
vardas3213pavarde3213       9.18          9
vardas3214pavarde3214       6.64          6
vardas3215pavarde3215       7.73          8
vardas3216pavarde3216       6.75          6
vardas3217pavarde3217       6.15          6
vardas3218pavarde3218       5.63          3
vardas3219pavarde3219       6.13          4
vardas3220pavarde3220       5.23          4
vardas3221pavarde3221       4.45          2
vardas3222pavarde3222       8.49          9
vardas3223pavarde3223        9.3          9
vardas3224pavarde3224       6.46          6
vardas3225pavarde3225       7.69          6
vardas3226pavarde3226       6.34          4
vardas3227pavarde3227       7.07          6
vardas3228pavarde3228       6.21          4
vardas3229pavarde3229       7.64          7
vardas3230pavarde3230       10.5          9
vardas3231pavarde3231       6.11          5
vardas3232pavarde3232       6.22          5
vardas3233pavarde3233       5.24          5
vardas3234pavarde3234       5.85          5
vardas3235pavarde3235       6.77          6
vardas3236pavarde3236       6.15          5
vardas3237pavarde3237       6.63          5
vardas3238pavarde3238       6.33          7
vardas3239pavarde3239       5.07          3
vardas3240pavarde3240       5.81          6
vardas3241pavarde3241       8.56          8
vardas3242pavarde3242       3.71          2
vardas3243pavarde3243       4.94          5
vardas3244pavarde3244       6.19          7
vardas3245pavarde3245       4.64          4
vardas3246pavarde3246       8.73          8
vardas3247pavarde3247       6.95          4
vardas3248pavarde3248       5.19          3
vardas3249pavarde3249       7.44          7
vardas3250pavarde3250       7.29          5
vardas3251pavarde3251       7.26          5
vardas3252pavarde3252       7.45          7
vardas3253pavarde3253       4.49          3
vardas3254pavarde3254        5.5          3
vardas3255pavarde3255        5.5          4
vardas3256pavarde3256        4.3          3
vardas3257pavarde3257       5.66          3
vardas3258pavarde3258       6.93          6
vardas3259pavarde3259       6.19          4
vardas3260pavarde3260       3.64          2
vardas3261pavarde3261       4.93          2
vardas3262pavarde3262       9.59         10
vardas3263pavarde3263       8.52          7
vardas3264pavarde3264        3.7          2
vardas3265pavarde3265       6.34          7
vardas3266pavarde3266       6.27          3
vardas3267pavarde3267       4.45          2
vardas3268pavarde3268       5.49          3
vardas3269pavarde3269        7.7          7
vardas3270pavarde3270       7.94          8
vardas3271pavarde3271       6.39          6
vardas3272pavarde3272       6.88          6
vardas3273pavarde3273       7.38          6
vardas3274pavarde3274       6.48          5
vardas3275pavarde3275        9.3          8
vardas3276pavarde3276       9.46          9
vardas3277pavarde3277       8.09          6
vardas3278pavarde3278       7.42          7
vardas3279pavarde3279       6.28          5
vardas3280pavarde3280       6.26          5
vardas3281pavarde3281       8.85          7
vardas3282pavarde3282       6.37          4
vardas3283pavarde3283       4.67          3
vardas3284pavarde3284       8.13          9
vardas3285pavarde3285       7.63          6
vardas3286pavarde3286       7.53          7
vardas3287pavarde3287       5.91          4
vardas3288pavarde3288       4.18          3
vardas3289pavarde3289       7.64          7
vardas3290pavarde3290       8.53          8
vardas3291pavarde3291       8.51          6
vardas3292pavarde3292        5.1          3
vardas3293pavarde3293       4.42          4
vardas3294pavarde3294       7.28          7
vardas3295pavarde3295       7.66          5
vardas3296pavarde3296       7.73          7
vardas3297pavarde3297       6.75          4
vardas3298pavarde3298       4.95          3
vardas3299pavarde3299       4.39          4
vardas3300pavarde3300       5.68          4
vardas3301pavarde3301       6.54          5
vardas3302pavarde3302       7.11          5
vardas3303pavarde3303       5.62          2
vardas3304pavarde3304       5.72          3
vardas3305pavarde3305       6.54          7
vardas3306pavarde3306       6.71          6
vardas3307pavarde3307       6.74          5
vardas3308pavarde3308       5.15          4
vardas3309pavarde3309       7.43          7
vardas3310pavarde3310       6.29          5
vardas3311pavarde3311       5.46          3
vardas3312pavarde3312       4.89          4
vardas3313pavarde3313       8.18          9
vardas3314pavarde3314       9.04          8
vardas3315pavarde3315       8.01          6
vardas3316pavarde3316        6.8          6
vardas3317pavarde3317       7.16          6
vardas3318pavarde3318       7.23          5
vardas3319pavarde3319       6.05          5
vardas3320pavarde3320       4.81          3
vardas3321pavarde3321       6.76          6
vardas3322pavarde3322       5.95          3
vardas3323pavarde3323       7.39          6
vardas3324pavarde3324       4.08          3
vardas3325pavarde3325       5.62          3
vardas3326pavarde3326       5.92          4
vardas3327pavarde3327       6.78          6
vardas3328pavarde3328       6.16          4
vardas3329pavarde3329       5.63          4
vardas3330pavarde3330       4.73          2
vardas3331pavarde3331       6.95          6
vardas3332pavarde3332       6.79          5
vardas3333pavarde3333       6.56          6
vardas3334pavarde3334       7.71          7
vardas3335pavarde3335       7.14          5
vardas3336pavarde3336         10          8
vardas3337pavarde3337       7.01          5
vardas3338pavarde3338        7.6          8
vardas3339pavarde3339       6.92          6
vardas3340pavarde3340       7.58          6
vardas3341pavarde3341       7.32          6
vardas3342pavarde3342       6.26          5
vardas3343pavarde3343       6.45          6
vardas3344pavarde3344       8.09          7
vardas3345pavarde3345       6.02          5
vardas3346pavarde3346        5.6          4
vardas3347pavarde3347       6.92          7
vardas3348pavarde3348       7.38          6
vardas3349pavarde3349       7.68          5
vardas3350pavarde3350       6.14          5
vardas3351pavarde3351       6.83          6
vardas3352pavarde3352       8.97          8
vardas3353pavarde3353       7.99          7
vardas3354pavarde3354        6.6          4
vardas3355pavarde3355       5.92          5
vardas3356pavarde3356       6.38          4
vardas3357pavarde3357       9.48          8
